word,definition,derived_from
asurrakku I,"""subterranean waters"" jB; transf. of deeply laid water conduit;",Sum. 
asurrû I,"""lower course, footing"" of wall Bab.; plastered, lined with slabs, repaired; transf. (a part of the exta);",Sum. 
asâtu I,"""female doctor"" O/jB [Mari MUNUS.A.ZU];",asû Icf. asītu I
asû I,"""physician"" [(LÚ.)A.ZU; OAkk in PN also A.ZU5] of humans, animals; for eyes; MA a. ša bētānu (a kind of superintendent); NB ~ ""expert"";",asâtu I asûtu I cf. azugallatu I azugallu I azugallūtu I
asû II,"1. (a wooden part of the loom) OAkk, O/jB, Nuzi2. (part of a door) jB lex.",
asûtu I,"""profession of physician; medical skill"" Bab., NA;",asû I
asāmu I,"""to be(come) fitting, suitable; seasonable"" G stat. ""is appropriate"" D fact. of G, esp. in PNs; ""adorn"" building Š caus. of G, esp. stat.",wasmu Iasmiš I simtu I simānu I wusmu I wussumu I šūsumu I
asānu I,"""bear-like""? OA, OB as PN;",asu II
asāqu I,"~ ""to strengthen"" or ""raise up""? jB G (i/i)",
asīdu I,"""heel"" jB of human, also du.; ""heel"" of shoe; astr. 'heel' (lowest part) of constellation",
asīru I,"pl. asīrū ""captive, prisoner of war"" O/MB, MB(Alal.), Am., Ug.; as PN, also MA; OB bīt a. ""prison"";",esēru IIasirtu I asīrūtu I
asīru II,(or azīrum) (an object) OA,
asīrūtu I,"""captivity"" j/NB in a. alāku ""to go into captivity"";",asīru I
asītu I,"""female physician"" NB in PN",cf. asâtu I
asūmû I,"""stele""? NA; Mari as DN ?",
asūtu I,(a kind of cloth)? OB,
atannu I,(a piece of jewellery made in pairs) Nuzi;,Hurr. 
atappiš I,"""like a canal"" jB;",atappu I
atappu I,"f.; pl. f. & m. ""(small) canal, ditch"" Bab., NA [PA5; OB math. PA5.SIG];",atappiš I
atappû I,(a plant) jB lex.,
atartu I,"(a type of grass) jB, NA",
ataru I,mng. unkn. jB lex.,
atbaru I,"(or adbaru) ~ ""basalt"" Bab., M/NA [(NA4.)AD.BAR] for statuary, grindstones;",Sum. 
athusu I,"~ ""carrying-pole"" (for fruit)? NA",
athû I,"pl.; OB du. athê ? ""companions, partners"" O/jB; OA as pl. of ahu I ""brothers"";",ahû IIathûtu I
athûtu I,"""partnership"" OB, Am.; a. šakānum ""to establish partnership, brotherly relations"" with s.o.; a. râmu ""to wish partnership"" with s.o.; ana a. leqûm ""to accept in partnership (through marriage)"";",athû I abstr.
atkallušše I,(a functionary) NB,
atkuppu I,"""craftsman making objects of reeds"" Bab. [(LÚ.)AD.KID];",atkuppūtu I
atkuppūtu I,"""craft of the reed worker"" OB [(LÚ.)AD.KID- ]; NB as prebend;",atkuppu I
atmanu I,"pl. f. ""cella, inner sanctum; temple""",
atmartu I,(title of a goddess) jB;,amāru I ?
atmu I,mng. unkn. jB lex.,
atmû I,pl. NB atmânu ? (a wooden object) Nuzi,
atmāṣu I,"~ ""stubborn"" jB lex.;",amāṣu I ?
atnu I,"(or adnu) ""prayer"" jB",
atriš I,"""very much, copiously"" M/jB;",watru I
atru I,"f. (w)atartu(m), utartu(m) ""huge; excellent; surplus"" [DIRI]  1. of quality ""superior, excellent"" OA, OB of metals, wool2. of degree, e.g. Atram-hasīs, jB Atar-hasīs ""Exceedingly wise""; OA esp. in damqum w. ""very fine""3. (in adj. and nominal use) of quantity ""surplus, additional"" [also SI], of silver, objects, goods, animals etc., ""extra"" tribute, offerings, tablets, persons, houses; days, months4. ""too much"" work OB; of part of body ""extra, superfluous""?; of speech ""extravagant"" OB5. ""additional"" fee (a tax) NB6. OB ina watrim, Nuzi ana atri, ana matrimma etc. ""in addition, over and above""",watāru Iatriš Iwatriššu Iwatrû Iwatartu I
atruk I,"(or atruq) (a cut of meat) NB for offerings, wr. uzua.",
att... I,also = ana t...,
atta'u I,"mng. unkn. jB, desig. of monsters in Enūma eliš",
attadû I,"""spillway""? OB, NB?",
attamannu I,"""each one; whoever you (m.) are"" MA, M/NB, Nuzi;",attā I + mannu I
attamukarumma I,"in a. dabābu ""to conspire""? Nuzi;",Hurr. 
attartu I,"""(military) cart"" M/jB, NA;",watāru Icf. wattaru I 3
attaru I,"""substitute, replacement"" Bab.  1. of persons [LÚ.DIRI.GA; also ÉRIN.DIRI] OB, of soldiers, slavegirl; Susa, of shepherds etc.2. jB lex., OB ""reserve ox"" [GU4.DIRI ?]3. M/NB (a waggon)? (cf. attartu)",watāru I
attaššihu I,"""paternal"" Nuzi, of estate, property;",Hurr. 
atteru I,"""companion"" Am.(Eg.);",atterūtu I
atterūtu I,"""friendship"" Am.(Mit.), Nuzi, Bogh.;",atteru I
attimannu I,"""whoever you (f.) are"" jB;",attī I + mannu I
attina I,"""you"" (2 f. pl. pron.) O/MA, O/jB",cf. attā I
attinaša I,(desig. of terrain) Nuzi;,Hurr. 
attultu I,(a substance) Nuzi;,Hurr.? 
attunu I,"""you"" (2 m. pl. pron.)",cf. attā I
attā I,"""you"" (2 m. sg. pron.)",cf. attunu I attī Iattina I attamannu I
attī I,"""you"" (2 f. sg. pron.)",cf. attā I attimannu I
attū- I,"also uttū- ""belonging to"" with poss. pron. suff. M/NB, Am., Nuzi, Bogh., Ug.; Elamtu attūka ""Elam is yours""; ayyūtu attūa ""which ones are mine?""",
atuhlu I,(a prof. desig.) Nuzi;,Hurr. 
atulīmānu I,"pl. tant. ""both hands"" jB",cf. šutlumu I talīmu I
atwû I,"""speech, word; manner of speech"" O/jB [once KA.KA];",awû I Gt infin.
atû I,jB lex.  1. (a kind of dark wool)2. (Sutian word for ~ throwing stick),
atû II,"""gatekeeper, porter"" Bab., M/NA [LÚ.NI.DU8, NB wr. .GAB] NB as family name;",atūtu IIatûtu I cf. sukkal-atû I
atûtu I,"""function of gatekeeper"" Bab. [LÚ.NI.DU8- ] of man, as prebend; of gods in temple;  cf. sukkal-",atû IIcf. sukkal-atûtu I
atā I,"""why?"" also as interj. NA, NB(Ass.)",
atā'išu I,"~ (a plant) M/jB lex., med. [Ú.KUR.KUR]",
atāku I,"""to be(come) bent, crooked"" M/jB G (a/a) of parts of body D trans. ""bend, twist"" s.th.",itku I uttuku I
atānu I,"f. ""she-ass"" OAkk, Bab., M/NA [M/NB ÈME, EME6; (ANŠE.)EME5; Mari also EME5.ANŠE]; MB, Nuzi also ""mare""; jB lex. a. nāri (a water fowl)",cf. biṣṣūru I
atāru I,"""to be(come) outsize, surplus"" G (i/i; OB(Susa) pres. iwattir, stat. (w)atar, Ass. utar) [DIRI] 1. ""increase, accumulate"" freq. opp. to maṭû II; of land, property; of grain, silver etc. ""be surplus, in excess""2. in hendiad., e.g. damqū watrū ""they are exceedingly fine"" OA, jB3. ""exceed, be(come) greater"" than (= ana, eli, NB also ina muhhi, alla, elat), of measurements, fields; of persons, gods; parts of body4. ""be outsize, huge"", of part of body; of debt jB; ""be overlong"" of day, night jB; of statement ""be exaggerated"" OB5. ""be exceedingly important"" of gods and their attributes etc., esp. in PNs OAkk, O/jB, NAD (utta/er, less often uwatta/er) ""increase, enlarge; have an advantage"" [DIRI] 1. ""increase, augment"" property, riches, yield; strength, life; troops2. ""enlarge"" building etc., freq. + eli; ""make outsize, huge; excessive""; ""exaggerate"" O/jB3. in hendiad., to do s.th. ""extra, more"" than (= eli)4. ""exceed"" MA5. intrans. ""have, gain advantage; prosper"" O/jB6. ""give in great measure"" Am.Dtn (Am. Dtt) iter. of D Dtt (cf. Dtn) Dt of cattle ""multiply greatly"" jB Š ""make outsize, surpassing; make excel"" mostly lit. 1. of god ""make"" king ""surpassing""; stat. ""is excellent"" of god, king; power, position; name, counsel; rites; of form ""is huge""; of sin ""is excessive""2. ""make"" building, city ""much bigger"" than (= eli); ""make"" offerings ""plentiful"" M/NB; ""exaggerate"" jB; ""give too much"" NA, NB3. in hendiad. ""do"" s.th. ""to excess"" (trans. and intrans. vb.s), e.g. š. šakānu ""to impose much more"" tribute etc., š. elû ""to rise excessively high""Št pass. of Š ""be made more numerous"" than ?",watru Iwatār Iwatartu Iatriš Iwatriššu Iwatrû I tertu I utru I uturtu Iuturrā'ū I itertu I uttāru Iattartu Iwattaru I watturu Iutturu I šūturu I tattūru I ?
atātu I,"f. pl. ""layers (of reed)"" Mari",
atūdu I,"""wild sheep; ram"" OA, M/jB",
atūtu I,(a spiny plant) jB lex.;,Sum.? 
atūtu II,"(or utūtum) ""female doorkeeper"" OB [MUNUS.NI.DU8];",atû II
awatamulušhe I,(an object) Am.;,Hurr. 
awiharu I,"""plough"" Nuzi [GIŠ.APIN]; as area measure (= 1/10 homer);",cf. epinnu I
awirānu I,"""standing water"" [jB A.NIGIN] after flood",cf. lā'iriānu I
awurriqānu I,"1. ""jaundice"" O/jB [jB IGI.SIG7.SIG7]; dA. deified; šam(mi) a. ""plant for curing jaundice""2. (a bird) OB lex.",warāqu I
awû I,"""to speak"" G (pret. īwu; stat. and 2 pers. sg. imper. awu) OA only Gtn iter. OA Gt (atwûm, later atmû) ""speak"" OA; O/jB(lit.) ""discuss""; išti/itti X a. ""negotiate with X""; ana X a. ""tell X, speak to X""; OA ""order (to do s.th.)""; jB itti libbīya (etc.) a. ""think about"" s.th. Št 1. O/jB, MA ""reflect on s.th., debate with o.s."", also itti/ina libbi š.2. stat., in j/NB comm., of words ""are used, considered"" āmânû Iatwû Iawātu Imūtmuštāmû Itāwītu I",āmânû I atwû I awātu I mūtawû I muštāmû I tāwītu I
awātu I,"""word; matter"" [INIM]  1. ""word"" a. qabû, a. dabābu, poet. a. zakāru ""to speak (a word), talk""; a. ṣabātum ""to 'seize the word', begin to speak"" Mari; a. turrum ""to report"" OA, OB; OA a. qabûm ""to state (o.'s last) will""; MA a. šakānu ""to declare, make a statement""; of deity, king ""order, command""; ""wording"" of tablet; a. libbim ""thought""2. ""legal case, lawsuit""; MA a. amāru ""to settle a case""; a. gamrat ""the case is completed""; bēl awātim/amāti cf. bēlu 53. ""matter, affair"", often pl.; a. amāru ""to investigate a matter""; a. napištim ""matter of life""; ul/lā awassu etc. ""it is not his business, he has not the right to"" etc.",awû Icf. lâmātu I
awīliš I,"""like a human being"" O/jB;",awīlu I
awīltu I,"""woman"" OA, O/MB, Am., Nuzi, Bogh. [MUNUS]; jB lex. only; NB ""dependent woman, slave?"";",awīlu I
awīlu I,"""man"" [LÚ; jB om., med. also NA; Bogh. om. ZA] ""human being"" (also coll.); MA ""husband""; ""person, one""; jB, Nuzi a. ana a. ""one another""; O/jB a. ... a. ""one ... the other""; OA, OB ""free citizen"", also mār/mārū a.; ""citizen"" of PlN; as term of respect, OA, NA lā a. ""no gentleman""; OB a. Ešnunna ""man (i.e. ruler) of Ešnunna""; Nuzi, NB also ""slave""; a. nāri (an aquatic animal) jB [LÚ.ÍD];",awīliš Iawīlūtu Iawīltu I amīlānu IAwīlatu I cf. šaha[mēlu?] I
awīlānu I,(a bird) jB;,awīlu I
awīlūtu I,"""humanity"" [(NAM.)LÚ.U18/19.LU; LÚ- ]  1. ""mankind""; O/MB ""anyone""2. M/NB freq. as coll. pl. of awīlu ""servants, slaves, personnel"" [Nuzi NAM.LÚ.LÚ.MEŠ]; NB also ""(single) slave""3. MB ""status of a retainer""4. OA, OB ""humanity; gentlemanly behaviour""",awīlu I abstr.
awīru I,"""field"" Nuzi;",Hurr. 
awītu I,"""value (of goods)"" OA, expressed in tin, silver",
ayabba I,"""the sea"" Mari, Am., jB;",Sum.? ayyabbītu I
ayabbītu I,"f. ""of the sea"" (epith. of Ištar) MA;",ayyabba I
ayyabassa I,(a plant) jB lex.;,ayyabtu I + ša ?
ayyabtu I,"""(f.) enemy"" jB, NA; in pl. ""evil"" gener.;",ayyābu Icf. ayyabassa I
ayyabāš I,"""let me not be put to shame"" jB (desig. of shoe-button)?;",bâšu I
ayyaka I,"Ass.  1. ""where?"" as interrog. pron.; NA issu ayyak(a) ""whence?""2. OA ""somewhere"" 3. in rel. clause ""where"" 4. NA ""how?""",ayyu I + -kâm (cf. GAG §113b)ayyekamēni I
ayyakamma I,"""somewhere"" OA;",ayyakam I + -ma
ayyaku I,"(a type of sanctuary) O/jB, M/NA [É.AN.NA] esp. of goddesses;",Sum.? 
ayyalatu I,"f. ""hind"" OB as PN;",ayyalu I
ayyalu I,"""stag, deer"" Bab., M/NA [DÀRA.MAŠ] jB qaran a. ""hartshorn"" as drug, also name of plant;",ayyalatu I
ayyalu II,"~ ""ally"" j/NB;",yalūtu I
ayyarahhu I,(a plant) jB lex.,
ayyarahi I,"""gold"" jB lex.;",Hurr. 
ayyartu I,"NA pl. IA-e-re-te ""white coral""? Bab, NA [(NA4.)PA];",ayyaru I
ayyaru I,"""flower; rosette"" Bab., M/NA  1. j/NB? ""(natural) flower""2. ""rosette"" of stone, gold; a. pāni (ornament on divine image)3. jB (ay)yar(i) ili 'flower of god' = ""chamaeleon""?4. in names of plants: a. hurāṣi/kaspi ""golden/silver flower"" etc.",ayyartu Iayyarû Iyarītu I
ayyaru II,"~ ""young man"" OAkk, MB in PNs; jB lex.",cf. āru II
ayyaru III,mng. uncl. jB; in comparisons,
ayyarû I,"""rosette-like"" NB;",ayyaru I + -īyarītu I
ayyekamēni I,"""anywhere"" NA;",ayyaka I + -me + -ni ?
ayyigalluhu I,"(a horned animal) Am.(Mit.), Nuzi;",Hurr. 
ayyikâ I,"""where, where to?"" M/jB, Nuzi;",ayyikīam Iayyikâni I ēkâ I
ayyikâni I,"""where to?"" jB;",ayyikâ I + -ni
ayyikīam I,"""where?"" OB;",ayyu I + -kīam (cf. GAG §113b)ayyikâ I ēkīam I cf. ai III
ayyiš I,"""where?; whither?"" O/jB;",ayyu I + išêš I îš I cf. mêš I
ayyiša I,"""whither?"" Ass., O/jB; NA also ana a.;",ayyu I + -išamayyišamma I êšam I cf. miššam I
ayyišamma I,"""to anywhere"" OA, OB, Ug.;",ayyišam I + -ma/-mê IIêšamma I
ayyu I,"f. ayyītu(m); m. pl. ayyūtu(m); f. ayyātu(m) ""which?"" usu. before subst. adi ayyi ūmi ""till which day?""; after subst. mê ayyūti ""which water?""; pred. NA ya'u hīṭāya ""what is my crime?""; in subst. use ""which (person); what (thing)"", interrog. or indefinite; NB rel. pron. ""which, that"", NA in indir. question (cf. GAG §180c); Bab. occas. for ayyumma;",ayyumma Iayyummê I ayyaka Iayyikīam I etc. ayyiš I etc. ayyānu Iyānu I etc.
ayyumma I,"f. ayyītumma; pl. ayyūtumma ""any; anyone""; as adj. šarrum a. ""any king""; as subst. ""anyone""; MB a. ša ""anyone who"";",ayyu I + -ma
ayyummê I,"pl. ayyūttimmê ""anyone"" Am., Nuzi, Bogh. for ayyumma;",ayyu I + -mê II
ayyû I,(a bird) jB lex.,
ayyābakala I,(a plant) jB lex.;,ayyābu I
ayyābiš I,"""in a hostile manner"" O/jB, NA;",ayyābu I
ayyābu I,"pl. ayyābū, occas. ayyābūtu ""enemy"" Bab., NA [(LÚ.)ÉRIM] ""hostile"" spells; usu. as subst.;",ayyābiš Iayyabtu Iayyābūtu I ayyābakala I
ayyābūtu I,"""hostility"" O/jB;",ayyābu I abstr.
ayyāmi I,"""where?"" Am.",
ayyāniš I,"""whither, where?"" Bogh. lex.;",ayyānu I + -iš
ayyānu I,"""where?"" O/jB; ""whence?"" OA; for later usage in negation cf. yānu;",ayyu I + -ānumayyāniš Iayyānumma I yānummiš I
ayyānumma I,"""anywhere"" M/jB;",ayyānu I + -ma
ayyārû I,"""born in the month Ayyāru"" MB in fPN Ayyārītu;",Ayyāru I
ayyāṣu I,"(a small mammal, phps.) ""weasel"" Bab.; also ""(skin of) weasel?"" used as container for oil; OB also PN",
ayyītu I,(a leather strap) for a door M/jB,
azabburu I,"(or azappuru) (a plant) Nuzi, jB",cf. azupīru I ?
azabum I,,
azal I,mng. unkn. jB lex.,
azallû I,(a medicinal plant) O/jB [Ú.A.ZAL.LÁ/LA];,Sum. 
azalwannu I,"(a precious stone) Qatna; for necklace, seal;",Hurr. 
azamillu I,"pl. f. ""sack, net"" O/MA, O/jB, Bogh.; for (transport of) straw, OA also du.; MB for flour",
azammu I,(part of a chariot) MB of gold,cf. assammu I
azamru I,"""fruit"" OB(N.Mes.), M/NA",
azamrītu I,"pl. azamrâtu ~ ""lance"" M/jB held by figurine",cf. azmarû I ?
azangunû I,(a bird) jB lex.;,Sum.? 
azannu I,"pl. f. ""quiver"" MB, NA(jB) [MB KUŠ.A.ZA.AN]",
azarkiru I,mng. unkn. OB lex.,
azaru I,"~ ""lynx"" O/jB [SA.A.RI.RI] living in marshes",
azazhu I,(a kind of offering) OB(Alal.);,Hurr.? 
azibatu I,"~ ""help"" jB lex.;",ezēbu I
azmarû I,"""lance"" M/NB",cf. azamrītu I ?
azugallatu I,"""chief physician (f.)"" M/jB, NA [A.ZU.GAL] as epith. of Gula;",azugallūtu I
azugallu I,"""chief physician"" O/jB [A.ZU.GAL];",azugallūtu I cf. asû I
azugallūtu I,"""higher medical art"" jB;",azugallu I
azukaraštu I,(desig. of horses) Nuzi;,Hurr.? 
azupīru I,"""saffron"" Bab. [Ú.HAR.SAG(.SAR)] freq. a. arqu ""yellow""",cf. azabburu I ?
azupīrānītu I,"f. ""resembling saffron"" jB lex.; desig. of spices",
azzatu I,"f.; Hurr. pl. also azzatena ""she-goat"" Nuzi  cf. h",cf. hazzatu I
azzubūtu I,"""status of divorced woman""? OB(Susa);",ezēbu I
azû I,"""to sigh, gasp"" O/jB G om., of ghost, dog, lizard",hāzû I
azû II,(a craftsman)? Nuzi,
azālu I,(or azānum) (a tree) OAkk,
azāru I,"~ ""to help"" jB;",W.Sem. 
azāzu I,"""to buzz"" jB G (pres. i'azzaz) of ears",
azīru I,"""sputum""? jB",
azūmu I,(a plant) jB lex.,
azūru I,(or aṣūru) in a. pindi mng. unkn. jB lex.,
ašahhu I,"""granary, storehouse"" O/jB; also bīt a., pl. f.",
ašamšāniš I,"""like a dust storm"" jB;",ašamš I + -ān + -iš
ašamšūtu I,"pl. also ašanšātu ""dust storm"" O/jB [DAL.HA.MUN; DALHAMUN]; transf. jB medical condition, ""storm"" in the abdomen;",ašamšāniš I
ašar I,"""straightaway"" OB lex.",
ašarettu I,"""crack troops"" NA [SAG(.KAL)- ];",ašarēdu I
ašari I,"""at the same place"" OB, also ašarima;",ašru III
ašariš I,"""there, thither"" O/jB; OB ištu a. ""from there"";",ašru III
ašartu I,"""waste land"" jB; also atartu in ṣēr a. (a type of snake);",ašru III
ašarēdu I,"f. ašarettu, NA also (a)šaressu ""first and foremost, pre-eminent"" OAkk, Bab., NA [SAG.KAL; once SAG.ZI; in PN also SAG, MAŠ] of god, king, official, warrior; NA of objects ""first-class"";",ašarēdūtu Iašarettu I
ašarēdūtu I,"""pre-eminence"" O/jB, NA [SAG.KAL- ] a. alāku ""to take first place"";",ašarēdu I
ašaršani I,"""elsewhere, to another place"" Bab., OA;",ašru III + šanû II
ašbatu I,(or ašpatum) (an object) OAkk(Sum.),
ašbu I,(a tree or shrub) jB,
ašdānu I,(a medicinal plant) jB,
ašeratu I,(a type of garment) Mari,
ašgagu I,"""fight"" M/jB",
ašgandu I,,
ašgigû I,"j/NB, NA  1. (a mineral, phps.) ""arsenic""2. (a plant)",
ašhalu I,"(a container) of metal, wood or reed OAkk(Sum.), OB, MB(Alal.), NA",
ašiarra I,(a class of servants) Nuzi;,Hurr. 
aširi I,"(persons of a special status) Am., Ug. etc.;",W.Sem. 
aširtu I,"1. ""check, inspection""; ""advice""? jB, NA [NA.RI]2. (a type of religious offering) OB",ašāru I
aširtu II,"""tithe"" OB(N.Mes.);",ešer I
ašiu I,"""(meteoric) iron""? OA",cf. ušû I
ašium II,,
ašiš I,(part of a chariot) OA,
ašišû I,"~ ""miserable, wretched"" jB lex.",
aškadu I,(a spiny plant) jB lex.,
aškikītu I,(a bird) O/jB,
aškirušhu I,"(a utensil used in pairs) Alal., Am.;",Hurr. 
aškuttu I,"[(GIŠ.)AŠKUD(=Á.SUH)] Bab.  1. ""locking bar"" for barring a door; om., math. ""wedge-shape""2. (an earth structure in fields and houses)",Sum. 
aškāpu I,"""leatherworker"" [(LÚ.)AŠGAB];",Sum. 
aškāpūtu I,"""leatherwork; craft of the leatherworker"" Bab. [LÚ.AŠGAB- ];",aškāpu I
ašlaktu I,"""washerwoman"" OAkk (presumed rdg. of [MUNUS.LÚ.ÁZLAG]);",ašlāku I
ašlalû I,"pl. ašalallâtu ~ ""decorative fancy work"" as gift O/MB; O/jB lex.",
ašlu I,"""rush; rope""  1. j/NB [Ú.NINNI5] harvested; as drug; bed of rushes2. O/jB, NA; pl. f. ""tow rope; mooring rope"" of a ship3. Bab., MA ""measuring line""; OB abi ašlim, NB abašlu ""surveyor""; ""survey team (of 8-12 men)""4. Bab. (a linear measure of ~ 60 metres), st. abs. ašal ""1 rope(-length)""5. Nuzi ~ ""field""",
ašluhhe I,pl. ašluhhena adj. mng. unkn. Nuzi;,Hurr. 
ašlukatu I,(a kind of rush) jB lex.,
ašlukkatu I,"~ ""storeroom"" Bab. [É.UŠ.GÍD.DA] for grain; ""lobby, hallway"" in temple",
ašlukku I,"""storeroom"" jB",
ašlû I,(a garment) Nuzi,
ašlāku I,"""washerman; fuller"" [OAkk, O/MB, MA LÚ.ÁZLAG; j/NB, NA LÚ.AZLAG];",ašlaktu Iašlākūtu I
ašlākūtu I,"""craft of the washerman, fuller"" O/jB;",ašlāku I
ašmetu I,"~ ""dust storm"" jB lex.",
ašnan I,"""grain, cereals"" O/jB [dŠE.TIR] as generic term; also as DN",
ašni I,adv. mng. unkn. Am.;,Hurr.? 
ašnu I,"(a bowl) OB(N.Mes.); jB in ašni īni ""eye socket""",
ašnugallu I,"~ ""alabaster"" Bab., M/NA [NA4.GIŠ.NU11(/NU occas.).GAL] as raw material; for building; for sculpted items; in mag.",
ašpaltu I,"""social inferior"" jB;",šapālu I
ašpalûm I,,
ašqulālu I,"1. O/jB (a weapon, phps.) ""lasso""2. O/jB ""whirlwind""3. jB (a marine plant) [Ú.AN.KI.NU.SÁ; Ú.LAL]",šuqallulu I
ašqūdānu I,"""like an a. (rodent)"" OB as PN only;",asqūdu I
ašrakīam I,"""there, in that very place"" OA, OB;",ašru III + -kīam
ašratu I,"""heaven"" jB;",ašru III
ašriš I,"""humbly"" M/jB;",wašru I
ašriš II,"M/jB  1. adv. ""to that place, there""2. prep. ""to, towards"", a. dīni ""to the place of judgement""",ašru III
